HH_ID,FOOD_PRE,FOOD_VFM,FOOD_ECO,CLEANO_PRE,CLEANO_VFM,CLEANO_ECO,PC_PRE,PC_VFM,PC_ECO,FOOD_TOT,CLEANO_TOT,PC_TOT,TOTAL
4046,149032.5038,474076.3567,128300.7791,2016,32239.23,10482.1,2775,46599.78,19289.59,751409.6396,44737.33,68664.37,864811.3396
4047,423920.93,538196.0349,104705.99,40090.54,89452.8,39230.81,67200.47,126219.43,69010.23,1066822.955,168774.15,262430.13,1498027.235
4048,85943,252881.2,106163.2,0,0,19047.6,0,43758,0,444987.4,19047.6,43758,507793
4049,41409.02,148269.1446,32567.1156,6027.2,9946.65,5510.4,10016.1,52463.11,5387.4,222245.2802,21484.25,67866.61,311596.1402
4050,22608.37,115637.675,33864,13197,11184.25,0,2282.5,16164.25,0,172110.045,24381.25,18446.75,214938.045
4051,113813.56,241532.52,75473.2796,3637.8,14154.7,0,8811.12,7625.8,2645.28,430819.3596,17792.5,19082.2,467694.0596
4052,150891.63,80673.24508,0,0,4922.5,0,0,6222.04,2398.6,231564.8751,4922.5,8620.64,245108.0151
4053,334579.0096,346567.07,141132.06,0,9530.55,0,22580.4,45953.27,28449.9,822278.1396,9530.55,96983.57,928792.2596
4054,45360,47528.1,105096.15,0,26865,0,0,22882.5,4657.5,197984.25,26865,27540,252389.25
4055,60144,158934.72,55896.96,40320,13305.6,0,0,15456,7392,274975.68,53625.6,22848,351449.28
4056,110319.6,394659.787,137951.48,0,6300,16269.5,79298.85,110677.29,54214,642930.867,22569.5,244190.14,909690.507
4057,106555.73,132513.065,56777.72,2727.45,16061.4,0,49269.52,9846.4,1310.8,295846.515,18788.85,60426.72,375062.085
4058,69280.56,162366.7488,60706.8304,15342.84,11643.4,1526,13710.8,39687.8,8144,292354.1392,28512.24,61542.6,382408.9792
4059,43248,62288,5984,0,9928,6568.8,17000,11127.52,816,111520,16496.8,28943.52,156960.32
4060,46852.75,77068.11,10834.25,0,0,4879,1994.65,0,0,134755.11,4879,1994.65,141628.76
4061,364376.79,221748.9366,55666,0,0,0,0,0,0,641791.7266,0,0,641791.7266
4062,280459.35,788565.3,222160.38,0,17656.8,133687.2,0,353640.48,0,1291185.03,151344,353640.48,1796169.51
4063,1841671.899,1835363.919,659991.1869,124308.46,184498.474,58489.68,220521.87,427639.09,188185.61,4337027.004,367296.614,836346.57,5540670.188
4064,4704163.367,10035814.66,2850879.735,78957.18,846270.51,225126.84,591107.98,273614.75,81713.85,17590857.76,1150354.53,946436.58,19687648.87
4065,1376161.055,3139880.958,480357.5373,45035.67,180912.464,52255.45,36547.85,49781.21,127014.19,4996399.551,278203.584,213343.25,5487946.385
4066,1754555.27,3306681.232,547303.5176,32672.9,248362.9,55417.55,161200.48,229691.95,87255.65,5608540.021,336453.35,478148.08,6423141.451
4067,1632892.58,2477310.505,539645.8832,171834.69,175659.57,95634.54,42951.9,192260.71,13441.9,4649848.968,443128.8,248654.51,5341632.278
4068,1641494.025,2742598.045,1068091.376,129271.9,288094.42,44528.31,139660.74,214739.95,136282.589,5452183.445,461894.63,490683.279,6404761.354
4069,938418.625,2269960.27,468669.4276,59373.87,210839.96,101753.3,56057.99,176610.85,64543.15,3677048.323,371967.13,297211.99,4346227.443
4070,1693956.584,4262441.219,1721646.612,86066.78,109446.11,29435.2,83462.5,188593.45,219332.95,7678044.415,224948.09,491388.9,8394381.405
4071,2442607.134,6315107.569,1075758.113,0,83620.17,2394,190305.9,408466.98,9928,9833472.815,86014.17,608700.88,10528187.87
4072,1221360.552,2682963.856,1005405.122,15696,82222.67,51901.18,128935.045,214807.43,228727.01,4909729.53,149819.85,572469.485,5632018.865
4073,3961657.651,5629626.437,987757.7641,320870.15,682210.75,104991.14,841478.47,572944.23,119923.28,10579041.85,1108072.04,1534345.98,13221459.87
4074,2600472.136,4975754.359,1098484.728,103846.8,149803.62,5260.35,296176.97,521194.16,300228.74,8674711.223,258910.77,1117599.87,10051221.86
4075,1195914.417,2995719.742,1820821.161,66876.4,307060.23,153306.5,105769.84,191192.03,143587.85,6012455.32,527243.13,440549.72,6980248.17
4076,352501.7054,1480246.792,272053.0796,11869.76,11693,0,32246.9,116747,55072.4,2104801.577,23562.76,204066.3,2332430.637
4077,227803.775,305925.5692,117356.8107,13317,96725.96,11173.88,102987.41,61781,38683.55,651086.1549,121216.84,203451.96,975754.9549
4078,510473.8586,1346466.634,804799.6855,0,126585.78,39646.52,40357.8,32935.44,112220.9225,2661740.178,166232.3,185514.1625,3013486.641
4079,2316006.648,3894129.156,1757041.685,0,13016,7270,0,31174.6,449432.837,7967177.489,20286,480607.437,8468070.926
4080,2511412.977,3994744.807,947626.4022,285855.79,475832.88,351700.95,264658.06,813390.6,259257.94,7453784.186,1113389.62,1337306.6,9904480.406
4081,1684203.749,2467269.169,822040.8836,90841.87,476203.53,123729.48,167142.1,192563.35,257507.58,4973513.802,690774.88,617213.03,6281501.712
4082,2893011.954,2959560.411,545955.9297,77225.31,139627.3,68792.49,146170.16,148668.82,68236.15,6398528.295,285645.1,363075.13,7047248.525
4083,3183442.792,2368956.978,495925.917,26014.6,275998.45,107662.94,235793.78,125369.25,28956.39,6048325.687,409675.99,390119.42,6848121.097
4084,2409008.618,3633314.687,1318137.503,303401.4,408300.25,123879.9,193429.39,280333.69,256169.46,7360460.807,835581.55,729932.54,8925974.897
4085,2378671.592,3475647.109,1203118.399,124713.02,181943.7,190424.13,421957.05,317924.75,254474.98,7057437.1,497080.85,994356.78,8548874.73
4086,996842.5617,2277212.278,767217.363,65478.61,73869.18,122851.78,23122,145893.75,136812.84,4041272.202,262199.57,305828.59,4609300.362
4087,1426955.194,2490540.188,464651.4003,100767.8,345806.93,111556.51,204989.21,251637.47,83878.17,4382146.782,558131.24,540504.85,5480782.872
4088,1044656.749,1946226.554,716380.5308,86527.72,191187.92,20088,198634.6,341220.42,178869.42,3707263.834,297803.64,718724.44,4723791.914
4089,6836543.128,5675635.046,1299901.184,616402.48,665325.35,117345.75,865442.29,449802.67,201750.4,13812079.36,1399073.58,1516995.36,16728148.3
4090,540840.5667,1438700.879,179845.7652,130704.94,515727.01,62552.65,88301.44,219848.17,84371.99,2159387.211,708984.6,392521.6,3260893.411
4091,3535763.34,7692270.785,1777855.01,364754.91,362340.25,342996.96,713787.21,367405.48,259056.94,13005889.13,1070092.12,1340249.63,15416230.88
4092,3314654.728,4865660.672,1658139.416,97023.59,93988.85,264725.75,22924.5,245351.31,178635.1,9838454.817,455738.19,446910.91,10741103.92
4093,1923707.664,5794104.742,2035494.394,88446.75,132016.95,61389.3,97762.75,300511.84,303688.958,9753306.801,281853,701963.548,10737123.35
4094,1230980.373,3185250.136,496848.6919,39921.39,154866.8,32875.35,324546.68,573519.45,236117.03,4913079.201,227663.54,1134183.16,6274925.901
4095,941530.8822,1283584.211,228169.272,44291.65,176912.27,67066.07,73583.962,162141.42,109107.82,2453284.365,288269.99,344833.202,3086387.557
4096,3440796.152,5161321.122,676075.9108,22494.6,233254.84,63604,107748.3,172430.95,136103.14,9278193.184,319353.44,416282.39,10013829.01
4097,795901.9635,1046460.929,456510.8298,69953.75,190362.26,80757.74,61444.09,166548.84,76471.71,2298873.722,341073.75,304464.64,2944412.112
4098,1496480.577,2708360.99,733096.9556,66750.78,212727.59,100911.72,141674.95,204493.24,244338.72,4937938.523,380390.09,590506.91,5908835.523
4099,1061224.85,2932056.828,1467609.122,124818.2,265772.22,142459.48,266168.86,658126.29,298334.42,5460890.8,533049.9,1222629.57,7216570.27
4100,1239470.128,2432418.752,1113441.178,539207.62,299067.825,32259.5,269687.55,379341.07,340178.83,4785330.058,870534.945,989207.45,6645072.453
4101,1422959.925,3875456.489,2015138.612,96844.95,457179.29,412362.61,87313.9305,635706.96,345604.14,7313555.026,966386.85,1068625.031,9348566.906
4102,1056795.285,2339299.074,601450.2158,28230.1,150998.84,53796.05,160913.96,316393.79,125952.43,3997544.576,233024.99,603260.18,4833829.746
4103,2977573.323,5319197.706,2312932.746,189926.95,251950.23,331238,660100.75,955275.68,283488.1,10609703.78,773115.18,1898864.53,13281683.49
4104,1440851.946,6665564.457,2957903.463,301987.7,135515.45,297643.74,22770,167854.93,318870.56,11064319.87,735146.89,509495.49,12308962.25
4105,1339860.458,3217576.261,1092914.394,42727.5,201670.1,81173.2,17994.9,193496.16,286190.49,5650351.113,325570.8,497681.55,6473603.463
4106,764605.651,2869462.383,7926541.192,0,125590.4,90528.92,170057,199994.88,71129.09,11560609.23,216119.32,441180.97,12217909.52
4107,1955829.364,4372827.391,1187042.941,97939.3,106839.35,39078.65,361491.09,252755.73,74052.09,7515699.697,243857.3,688298.91,8447855.907
4108,1732875.947,4123591.796,836112.18,148278.08,315778.87,211532.13,130599.45,511663.87,168994.814,6692579.922,675589.08,811258.134,8179427.136
4109,613815.1922,1636387.2,737771.6895,124745.25,16132.65,30821.9,10626,152125.968,257145.95,2987974.081,171699.8,419897.918,3579571.799
4110,4534698.346,10676314.5,1834768.456,554341.5,1203139.836,566857.12,2458322.47,1846089.71,750437.13,17045781.3,2324338.456,5054849.31,24424969.07
4111,2409553.024,2056799.052,506482.0861,185357.27,324768.27,158593.34,177289.54,407746.93,159643.18,4972834.162,668718.88,744679.65,6386232.692
4112,1307846.117,1283396.588,606957.5001,63601.57,122433.12,27175.4,239989.78,358939.37,167675.24,3198200.206,213210.09,766604.39,4178014.686
4113,550622.2376,3303253.846,825412.327,28851.44,230438.92,7430.5,113493.6,89340.6,102601.43,4679288.41,266720.86,305435.63,5251444.9
4114,2055367.908,1177243.822,876844.562,18315,117216,39926.7,0,312140.4,215384.4,4109456.292,175457.7,527524.8,4812438.792
4115,606413.1668,1987180.571,540029.1539,0,0,122666.74,54975.06,144474.76,309458.97,3133622.891,122666.74,508908.79,3765198.421
4116,3754690.986,3464065.511,554808.1531,200645.19,747263.07,117617.53,2140632.13,958192.78,72190.44,7773564.651,1065525.79,3171015.35,12010105.79
4117,851060.2244,2006219.256,925460.4919,103437.62,240531.72,163437.95,218793.91,510603.3,93025.6,3782739.972,507407.29,822422.81,5112570.072
4118,721051.6743,883144.1104,182074.5348,36800.9,98454.63,26235.9,406515.71,61940.69,21686.5,1786270.32,161491.43,490142.9,2437904.65
4119,13107125.11,5618107.823,707258.3272,688143.454,573822.48,163725.25,1151390.8,407906.54,61614.8,19432491.26,1425691.184,1620912.14,22479094.59
4120,2089334.195,3056294.657,823967.6883,114746.64,428181.48,69749.56,480560.09,260780.5,116554.29,5969596.541,612677.68,857894.88,7440169.101
4121,1418270.306,2679163.8,777104.8356,105092.014,200309.17,29479.4,288144.85,212551.33,192048.53,4874538.941,334880.584,692744.71,5902164.235
4122,403733.4565,554671.2582,319922.7631,52703.76,30008.41,24526.99,57101.78,30778.356,9337.59,1278327.478,107239.16,97217.726,1482784.364
4123,593661.4117,1535233.393,1118987.463,9812.4,51722.88,13366.4,41134.26,75592.1,23054.92,3247882.267,74901.68,139781.28,3462565.227
4124,1231401.628,1483635.516,616101.4225,55211.97,128925.75,35177.65,27716.62,59003.64,51712.85,3331138.566,219315.37,138433.11,3688887.046
4125,4794852.208,4736828.069,724374.3041,17976,86982.92,93710.35,161384.54,131548.98,103140.05,10256054.58,198669.27,396073.57,10850797.42
4126,1984082.198,2213283.61,991085.8349,92296.12,343490.14,73938.49,779792.86,175443.21,95102.035,5188451.643,509724.75,1050338.105,6748514.498
4127,4968799.921,5442368.008,1350083.913,36437,61098.76,7070.7,328138.37,190106.14,24651.9,11761251.84,104606.46,542896.41,12408754.71
4128,3621401.066,7075234.815,1621044.216,120900.1,244177.6,323351.99,27041.73,242285.66,184981.14,12317680.1,688429.69,454308.53,13460418.32
4129,1933417.447,2196475.162,894734.3131,15151.5,74231.15,46064.52,270780.72,288912.24,127974.48,5024626.922,135447.17,687667.44,5847741.532
4130,1220077.446,2059254.933,442969.2062,33075.82,84119.49,15199.4,77749.14,58802.4,10426.2,3722301.586,132394.71,146977.74,4001674.036
4131,4221120.601,6054092.141,1622623.849,98602.84,31940.23,112482.82,646959.82,697945.94,361070.37,11897836.59,243025.89,1705976.13,13846838.61
4132,787839.4342,1943309.021,430001.414,22323.5,71657.9,68168.65,18857,144574.86,89343.35,3161149.869,162150.05,252775.21,3576075.129
4133,555131.06,1415932.995,374907.7374,25978.5,109871,45466.35,57801.44,77082.2,10970,2345971.792,181315.85,145853.64,2673141.282
4134,977317.7932,3301330.65,1387179.953,77895.75,157920.68,108290.26,46830.27,112967.96,68950.1,5665828.396,344106.69,228748.33,6238683.416
4135,1773146.4,3283775.562,774576.3094,119052.44,265928.98,94037.5,160793.795,536636.515,153039.9925,5831498.271,479018.92,850470.3025,7160987.494
4136,3791981.3,5665743.559,1414067.785,224272.53,322247.37,189307.71,254425.94,680370.42,344022.41,10871792.64,735827.61,1278818.77,12886439.02
4137,1964222.557,2015115.584,273244.3466,104708.5,148276.9825,75417.7,164376.12,103779.7,43335.01,4252582.488,328403.1825,311490.83,4892476.501
4138,6830620.231,7907444.409,1740026.272,291443.15,394564.31,148145.96,1331257.295,1413799.09,126429.66,16478090.91,834153.42,2871486.045,20183730.38
4139,3590590.43,3652096.212,741381.9825,158762.71,275943.55,68431.7,251616.73,439830.97,196662.06,7984068.624,503137.96,888109.76,9375316.344
4140,726710.1339,4397987.515,1619456.022,29147.6,226381.65,62659.69,145325.43,143769.28,146581.05,6744153.67,318188.94,435675.76,7498018.37
4141,2409001.347,4025148.242,779516.2945,156917.01,703171.47,122030.17,201707.03,555342.93,399074.54,7213665.883,982118.65,1156124.5,9351909.033
4142,1509319.12,3234748.248,947060.731,170572.6,341965.13,94420.1,125775.62,62008.57,86612.88,5691128.099,606957.83,274397.07,6572482.999
4143,1655448.92,4936313.942,1413474.986,40421.45,248697.54,62927.19,378439.42,137244.3,239841.49,8005237.848,352046.18,755525.21,9112809.238
4144,1120708.989,1368762.648,620069.2985,82216.75,137760.35,38470.75,64038.64,84210.34,44588.09,3109540.935,258447.85,192837.07,3560825.855
4145,2590759.267,6322433.741,2068833.938,112193.45,549923.2,187735.72,11812.5,540766.43,409482.64,10982026.95,849852.37,962061.57,12793940.89
4146,1018142.948,2392129.463,725269.0976,0,108425.55,131755.98,392363.95,266689.76,70231.49,4135541.509,240181.53,729285.2,5105008.239
4147,2308656.732,5448996.801,2545026.644,177134.25,223707.51,313029.44,96607.65,192260.2,260045.525,10302680.18,713871.2,548913.375,11565464.75
4148,1750618.898,2819486.971,1007669.899,136302.72,206563.11,36358.15,121230.45,210263.75,114297.23,5577775.769,379223.98,445791.43,6402791.179
4149,1024301.512,2354461.826,634971.9163,27504.2,172370.89,16483.1,83074.2,331638.27,167815.17,4013735.253,216358.19,582527.64,4812621.083
4150,4241707.796,3842881.271,507568.6773,118331.32,178664.61,44090,245159.1,312200.98,70895.68,8592157.745,341085.93,628255.76,9561499.435
4151,2599638.089,2327264.534,405764.7471,200152.3,136731.12,77767.65,212756.61,190991.95,77689.59,5332667.37,414651.07,481438.15,6228756.59
4152,1084240.907,2360657.456,567155.1056,58488.62,68991.9,20600.5,64286.04,123172.58,94876.93,4012053.467,148081.02,282335.55,4442470.037
4153,2940792.723,4558758.777,1156284.475,113925.58,220426,72946.15,324277.48,344317.4,107977.88,8655835.974,407297.73,776572.76,9839706.464
4154,3273934.821,5953284.392,887073.263,161121.5,193149.65,59637.35,258282.3,295376.17,98331.7,10114292.48,413908.5,651990.17,11180191.15
4155,1724886.111,2277241.74,435500.0823,55116.36,162288.82,57822.9,182134.65,283256.1322,87040.85,4437627.934,275228.08,552431.6322,5265287.646
4156,3328329.644,4326244.801,1171737.738,215684.99,300273.75,80048.75,280768.12,300927.41,134755.85,8826312.183,596007.49,716451.38,10138771.05
4157,1692923.897,2539173.92,578959.1529,107666.3,266695.74,85228.23,121969.85,241045.98,217784.13,4811056.97,459590.27,580799.96,5851447.2
4158,4806489.177,5783041.627,1649538.204,330528.8,438307.65,135016.51,146684.95,400619.99,251101.84,12239069.01,903852.96,798406.78,13941328.75
4159,10104787.79,14197172.74,5217595.8,517306.65,2459684.48,1636856.49,1253349.07,2789769.05,1884597.47,29519556.34,4613847.62,5927715.59,40061119.55
4160,2674300.466,6314659.099,1710790.169,123802.06,319117.14,271621.64,370865.91,433227.97,66339.6,10699749.73,714540.84,870433.48,12284724.05
4161,548792.8721,1844137.341,785114.315,0,131717.72,53472.25,53716.6,100321.3,147401.08,3178044.528,185189.97,301438.98,3664673.478
4162,301955.7529,939957.4651,521725.4075,13560.69,62768.1,18700.65,54586.48,33628.64,16478.7,1763638.625,95029.44,104693.82,1963361.885
4163,4787693.065,6072543.642,1365196.822,580382.24,461639.8,339286.38,393865.69,784676.6,152706.75,12225433.53,1381308.42,1331249.04,14937990.99
4164,1442406.814,3571591.401,869565.8731,23553.5,74942.76,70672.43,25844,52251.91,147279.23,5883564.088,169168.69,225375.14,6278107.918
4165,3577517.021,5195342.514,1217776.124,352821.92,1282717.552,191636.2405,146122.6,196024.45,233831.88,9990635.659,1827175.712,575978.93,12393790.3
4166,3302361.632,5216894.271,1392282.18,550580.36,725477.49,152293.26,1523637.47,850364.71,142180.13,9911538.083,1428351.11,2516182.31,13856071.5
4167,4191650.798,13715918.01,3173578.422,521093.91,837617.5,397397.444,214991.36,390790.64,578263.1,21081147.23,1756108.854,1184045.1,24021301.19
4168,1205169.228,3306993.171,1399334.268,93346.46,135990.78,74009.34,55672.3,151520.52,168062.54,5911496.667,303346.58,375255.36,6590098.607
4169,1536846.646,2678548.334,711092.1687,7473.47,148999.26,15616.2,122197.12,170127.22,33571.51,4926487.149,172088.93,325895.85,5424471.929
4170,2352421.017,6352120.865,3699628.999,223814.75,680577.08,360800.2,221725.88,932354.57,784453.83,12404170.88,1265192.03,1938534.28,15607897.19
4171,416619.1215,1408356.434,758533.2975,0,31532.05,29165.79,4916.25,41722.14,60923.76,2583508.853,60697.84,107562.15,2751768.843
4172,696073.5929,2317397.458,664889.8108,88863.94,576208.69,71747.5,339478.97,380132.875,100269.73,3678360.862,736820.13,819881.575,5235062.567
4173,1147942.019,997360.2363,182071.8077,152173.44,233780.45,38170.4,376631.56,278209.27,41905.56,2327374.063,424124.29,696746.39,3448244.743
4174,1671707.765,4744390.519,1345307.265,88205.7,228352.78,63592.5775,183170.42,226176.69,162336.62,7761405.549,380151.0575,571683.73,8713240.336
4175,485505.566,1298424,344685.8882,75408.79,119328.18,21284.3475,40830.91,81184.92,53447.25,2128615.455,216021.3175,175463.08,2520099.852
4176,998372.0415,2430861.631,610932.893,51487.47,100411.26,38394.61,65777.01,47673.05,24100.4,4040166.566,190293.34,137550.46,4368010.366
4177,3959411.385,4563630.148,1415972.915,382198.62,499162.46,231421.05,402454.29,363164.96,132913,9939014.447,1112782.13,898532.25,11950328.83
4178,759003.32,3456624.306,2419831.673,610822.8,84909.4,85822.3,494466.9,377057.33,192054.8,6635459.3,781554.5,1063579.03,8480592.83
4179,173176.7176,539354.9756,103782.2796,6366.4,22988,25379.4,6192,22322.4,15462.3,816313.9728,54733.8,43976.7,915024.4728
4180,432586.9074,1146445.725,539899.7515,9781.55,76512.66,16602.3,69380.14,50554.25,54953.1,2118932.383,102896.51,174887.49,2396716.383
4181,1209966.499,1936546.517,455149.9746,161091.84,78991.83,14270.58,158381.3,312280.26,40743.66,3601662.99,254354.25,511405.22,4367422.46
4182,165626.88,659957.516,325704.9354,0,89663.08,44749.44,5473.6,21707.3,87726.9,1151289.331,134412.52,114907.8,1400609.651
4183,398979.7741,553843.8328,59828.51498,36848.32,29998.25,3789.17,66073.73,62525.39,15033.3725,1012652.122,70635.74,143632.4925,1226920.354
4184,1195697.631,2015796.633,856757.5563,37422,120726.78,50754.95,32155.05,305114.62,160399.72,4068251.821,208903.73,497669.39,4774824.941
4185,1157694.562,3761360.997,1172890.48,115405.32,234229.98,146477.79,92425.8,546607.29,763481.154,6091946.038,496113.09,1402514.244,7990573.372
4186,2339448.759,3608802.736,767734.9899,280713.73,439159.442,88239.485,218422.93,621705.089,92736.09,6715986.485,808112.657,932864.109,8456963.251
4187,3127087.891,4689279.182,1863950.399,267685.25,672094.28,188800.43,722042.69,1669186.705,447284.264,9680317.471,1128579.96,2838513.659,13647411.09
4188,3862330.168,3475743.054,983358.9772,265429.13,479128.05,105676.05,96350.57,879967.435,366981.47,8321432.199,850233.23,1343299.475,10514964.9
4189,592293.0862,1459577.628,528595.33,25317.62,122047.986,70076.65,301470.96,284485.3,92540.19,2580466.044,217442.256,678496.45,3476404.75
4190,1743884.405,5248844.108,989449.4314,62902.82,579938.96,185332.35,269152.92,1114927.78,544925.33,7982177.944,828174.13,1929006.03,10739358.1
4191,1380802.786,4646901.125,1064760.689,90154.595,297243.65,96174.44,116860.14,408742.9,237324.605,7092464.6,483572.685,762927.645,8338964.93
4192,628697.246,2312933.905,979639.1099,30614.24,138325.41,25794.02,54637.44,283904.32,177285.765,3921270.261,194733.67,515827.525,4631831.456
4193,100250.16,314111.2916,293824.1607,24189.21,8022.45,0,41127.75,79107.45,36659.55,708185.6123,32211.66,156894.75,897292.0223
4194,1959571.424,3744380.713,1432417.125,91705.525,411289.28,79246.93,413930.3,366714.81,579651.75,7136369.263,582241.735,1360296.86,9078907.858
4195,1468090.601,3647903.138,1332287.947,108562.65,439633.32,156268.59,194974.8,767095.85,177924.03,6448281.686,704464.56,1139994.68,8292740.926
4196,829058.9163,2953702.301,897981.0392,158989.02,568745.51,33512.3,451554.83,642226.68,388311.16,4680742.256,761246.83,1482092.67,6924081.756
4197,1363224.56,4162332.06,1317024.968,86000.81,245677.75,63835.19,344753.1,1048338.7,577607,6842581.588,395513.75,1970698.8,9208794.138
4198,821675.9029,2946914.227,1148455.52,237958.25,204607.85,104178.55,122698.68,816200.33,286140.22,4917045.65,546744.65,1225039.23,6688829.53
4199,532292.7552,1004110.627,262940.1946,92945.72,149524.58,66668.5,336783.5,832280.84,1771874.656,1799343.577,309138.8,2940938.996,5049421.373
4200,1329273.287,1425887.666,447709.9422,19354.5,105945.63,67391.435,59007.5,83234.74,40371.15,3202870.895,192691.565,182613.39,3578175.85
4201,2377137.741,6707811.496,2506296.411,86044.69,483260.56,77824.9,587576.06,387820.73,138810.86,11591245.65,647130.15,1114207.65,13352583.45
4202,1387557.247,3311259.781,909353.7203,11719.75,26184.07,70417.4,74344.6,126159.95,165525.61,5608170.748,108321.22,366030.16,6082522.128
4203,2155788.572,2209534.059,408225.6509,86386.23,218450.86,75294,21858.63,100113.08,0,4773548.281,380131.09,121971.71,5275651.081
4204,958758.8249,3156441.905,907660.5556,6053.85,73273.5,32095.75,269288.22,142216.1,37060.3,5022861.285,111423.1,448564.62,5582849.005
4205,3968658.536,1717417.393,150365.2858,207592,241889.13,66571.35,1099236.88,698972.082,112865.05,5836441.215,516052.48,1911074.012,8263567.707
4206,2081702.283,5945815.766,1989144.675,259746.06,715582.43,254586.06,209764.106,418762.74,139614.5,10016662.72,1229914.55,768141.346,12014718.62
4207,1431910.374,2035344.945,634043.2713,174995.565,129364.27,16825.82,75133.56,146879.97,53942.3,4101298.59,321185.655,275955.83,4698440.075
4208,783523.7205,2463019.318,1215422.64,14486.81,144284.065,99124.77,305130.85,259053.74,39234.01,4461965.678,257895.645,603418.6,5323279.923
4209,6367241.333,7888264.119,1490538.456,85457.75,179449.71,58538.835,282217.71,277306.38,184348.572,15746043.91,323446.295,743872.662,16813362.86
4210,1131743.319,1530738.428,285678.3523,34918.81,60459.15,22374.39,169941.41,340965.27,66736.61,2948160.099,117752.35,577643.29,3643555.739
4211,2984037.672,3332735.147,551377.4123,20422.5,204077.29,73105.5,438415.88,314059.6,77283.91,6868150.231,297605.29,829759.39,7995514.911
4212,483806.6096,1232632.499,386304.8917,20173.13,56783.98,66625.47,78105.67,122712.93,66709.28,2102743.999,143582.58,267527.88,2513854.459
4213,115153.5819,449157.0072,267572.2145,9067.5,7043.76,4836,38750.4,11001.9,6642.636,831882.8036,20947.26,56394.936,909224.9996
4214,1221286.651,4094915.926,12168750.22,0,360250.25,42347.1,0,134425.91,128703.54,17484952.8,402597.35,263129.45,18150679.6
4215,817638.6105,2130474.674,1145332.41,165330.07,349005.15,130172,93386.23,365929.68,238960.4,4093445.694,644507.22,698276.31,5436229.224
4216,1027259.54,5213536.481,1791913.727,191755.65,361899.37,346931.09,56044.9,190679.64,394924.81,8032709.748,900586.11,641649.35,9574945.208
4217,713526.7299,4051288.118,1164903.605,167923.43,39189.88,75368.65,219664.6,361477.44,104121.2,5929718.453,282481.96,685263.24,6897463.653
4218,1463798.314,3097390.345,894135.1238,39686.1,9808.25,66985.27,143742.85,176950.55,141064.95,5455323.782,116479.62,461758.35,6033561.752
4219,3214979.256,2729669.239,669505.8589,309252.52,1393728.89,111722.47,812229.3,1186875.395,483979.42,6614154.355,1814703.88,2483084.115,10911942.35
4220,715130.2294,1618114.847,652163.7098,60471.05,162671.05,69868.95,128924.65,114813.4,260244.392,2985408.786,293011.05,503982.442,3782402.278
4221,334762.6535,1618853.924,716472.8978,56922.56,279023.9,85947.65,118900.87,155010.16,298631.19,2670089.475,421894.11,572542.22,3664525.805
4222,4122548.794,9199561.982,1483096.152,21024.9,228549.91,62961.87,297915.72,524769.54,207713.65,14805206.93,312536.68,1030398.91,16148142.52
4223,3572146.4,8656350.433,2572595.573,242102.16,334906.35,65906,438303.2,706246.3,311193.36,14801092.41,642914.51,1455742.86,16899749.78
4224,103854.62,441869.37,343693.23,28658.66,0,13198.92,50303,0,0,889417.22,41857.58,50303,981577.8
4225,2425746.61,9791959.791,4011282.54,59891.45,180417.22,89406.02,251947.31,348498.48,310901.93,16228988.94,329714.69,911347.72,17470051.35
4226,2172613.989,4088020.903,1255034.598,111887.69,232441.1,122813.15,83859.71,318501.98,98445.51,7515669.491,467141.94,500807.2,8483618.631
4227,667278.85,2963798.151,2144516.556,60090.99,117920.17,54849.21,44971.05,343988.13,165839.1,5775593.557,232860.37,554798.28,6563252.207
4228,2146396.181,1741878.516,631217.3622,33821.45,350718.14,28631.2,373579.54,568214.67,189801.74,4519492.059,413170.79,1131595.95,6064258.799
4229,3292818.571,4124652.613,1535977.824,231819.294,325837.86,145296.1,213351.45,481391.21,192483.05,8953449.009,702953.254,887225.71,10543627.97
4230,1366695.073,4008967.313,1102637.935,110075.54,129551.6,51297.66,97589.72,202913.9,133100.02,6478300.321,290924.8,433603.64,7202828.761
4231,597627.7452,1979848.623,993821.8772,26637.59,135893.78,98169.52,68613.57,219717.03,89959.02,3571298.245,260700.89,378289.62,4210288.755
4232,1796390.893,3235336.644,778584.1582,395703.75,905975.65,71106.33,431564.68,363294.56,125631.73,5810311.695,1372785.73,920490.97,8103588.395
4233,3160132.208,5393402.303,2223755.286,295166.45,379644.83,202638.23,259328.4,939924.73,336517.17,10777289.8,877449.51,1535770.3,13190509.61
4234,624617.8965,3126878.067,1590413.169,107992.85,175326.83,87871.47,51325.6,26800.16,85274.15,5341909.133,371191.15,163399.91,5876500.193
4235,1876817.115,3384042.679,915483.4109,223767.15,303172.62,16557.25,79451.91,143297.2,175122.7,6176343.204,543497.02,397871.81,7117712.034
4236,2261393.998,1778801.139,219430.8083,168182.55,168907.69,56207.12,400295.6,466057.1,74103.18,4259625.944,393297.36,940455.88,5593379.184
4237,1824582.502,4267079.185,849522.6018,69084.39,243311.335,61014.56,462463.33,667001.93,267643.77,6941184.289,373410.285,1397109.03,8711703.604
4238,850126.9541,6420033.864,1403006.77,4735.7,425422.26,58368.41,57563.25,189159.59,263616.5,8673167.588,488526.37,510339.34,9672033.298
4239,1694410.902,7873445.428,1493002.526,889050,476109.66,244437.05,558004.25,512026.4,359842.3,11060858.86,1609596.71,1429872.95,14100328.52
