HH_ID,FOOD_PRE,FOOD_VFM,FOOD_ECO,CLEANO_PRE,CLEANO_VFM,CLEANO_ECO,PC_PRE,PC_VFM,PC_ECO,FOOD_TOT,CLEANO_TOT,PC_TOT,TOTAL
5351,469147.205,1904882.341,1001048.913,48241.39,117171,69991.63,195586.15,142901.57,242828.82,3375078.459,235404.02,581316.54,4191799.019
5352,168323.23,550742.5522,466567.5877,0,0,0,33810.1,20193.11,8768.78,1185633.37,0,62771.99,1248405.36
5353,419333.4076,1186143.065,599068.0668,92600.18,143488.15,78157.79,188021.8,150220.65,180354.7,2204544.539,314246.12,518597.15,3037387.809
5354,1427211.891,4430068.875,1652258.496,176674.37,499872.155,125427.94,183969.1,360429.42,107663.815,7509539.264,801974.465,652062.335,8963576.064
5355,853607.8622,2415788.35,852779.5028,161161.76,227793.14,28292.52,144497.81,241558.71,158612.39,4122175.715,417247.42,544668.91,5084092.045
5356,777212.022,1167837.838,431377.8212,5132.4,56856.8,16817.88,13986.25,263756.53,129254.25,2376427.681,78807.08,406997.03,2862231.791
5357,859138.37,4221391.084,2449962.409,0,170219.75,85753.85,31393.7,296271.82,332548.75,7530491.864,255973.6,660214.27,8446679.734
5358,395837.504,1096340.636,475032.8345,135291.62,151955.55,31749.85,6552,136985,47112.6,1967210.974,318997.02,190649.6,2476857.594
5359,2155074.976,3063759.713,1101669.602,92876.18,229989.06,44846.96,275581.12,711348.904,384687.66,6320504.291,367712.2,1371617.684,8059834.175
5360,298597.4348,1291727.812,443765.1372,17796.03,58600.51,59613.388,74317.38,181102.07,65362.89,2034090.384,136009.928,320782.34,2490882.652
5361,1308786.374,3201140.187,736614.1204,98205.75,338659.64,59162.45,161889.85,805582.87,247786.61,5246540.681,496027.84,1215259.33,6957827.851
5362,1937764.975,1858813.539,391586.7201,129710.07,207613.56,108829.74,701670.96,616877.54,16130.55,4188165.234,446153.37,1334679.05,5968997.654
5363,1040872.66,1794258.057,608439.6547,192874.46,164241.2,55903.7,224898.29,715189.25,193410.57,3443570.371,413019.36,1133498.11,4990087.841
5364,1207809.71,2335759.097,1202094.163,186270.35,502602.86,98296.48,497503.15,558205.95,144885.82,4745662.969,787169.69,1200594.92,6733427.579
5365,568603.02,2410909.38,625387.2,59040,253721.82,11808,0,71670,69690,3604899.6,324569.82,141360,4070829.42
5366,1148471.48,1447566.028,494917.8413,0,11375.54,25264.25,0,55108.75,306683.4,3090955.349,36639.79,361792.15,3489387.289
5367,168880.706,911159.4736,231367.875,0,43426.3,82007.9,23423.8,41022.65,56833.15,1311408.055,125434.2,121279.6,1558121.855
5368,2710241.116,8595157.855,2925100.461,40495,378650.29,97727.14,343547.45,809361.61,311686.995,14230499.43,516872.43,1464596.055,16211967.92
5369,3822549.309,6908459.926,2082096.866,435058.65,869769.18,420814.86,464304.12,1016911.84,410000.13,12813106.1,1725642.69,1891216.09,16429964.88
5370,5228485.73,6161137.669,1652258.217,290873.25,169422.73,136937,69088.06,403366.5,75254.35,13041881.62,597232.98,547708.91,14186823.51
5371,2444985.502,3561274.061,1920489.79,143993.81,609554.61,199924.55,236454.86,286857.5,297271.94,7926749.352,953472.97,820584.3,9700806.622
5372,1037786.307,1854492.453,503800.8142,167103.91,327692.11,58505.65,141177.3,789674.05,213597.75,3396079.574,553301.67,1144449.1,5093830.344
5373,3249014.888,5723118.553,2240395.106,621972.29,1139255.08,171962.17,135719,433455.23,318245.02,11212528.55,1933189.54,887419.25,14033137.34
5374,1268068.968,2221401.766,901290.9676,54418.12,42370.6,3014.44,91534.08,148698.44,38203.22,4390761.701,99803.16,278435.74,4769000.601
5375,5066002.495,5042993.546,1212660.028,1708400.75,1278430.38,266742.74,398304.79,741777.22,464629.18,11321656.07,3253573.87,1604711.19,16179941.13
5376,2894992.738,1986186.609,287868.688,493427.95,487267.72,76678.73,649690.47,711491.91,489378.09,5169048.034,1057374.4,1850560.47,8076982.904
5377,6983831.913,9520106.891,2511118.048,267103.6,755299.15,424529.87,661777.05,659941.23,130352.83,19015056.85,1446932.62,1452071.11,21914060.58
5378,1368111.62,4743268.817,408650.36,250024.59,299023.45,139535.19,131133.15,559016.41,126807.22,6520030.797,688583.23,816956.78,8025570.807
5379,1095003.507,2106831.584,814076.2602,53262.74,245220.83,49076.14,136326.44,369743.82,53167.77,4015911.351,347559.71,559238.03,4922709.091
5380,445835.18,1981428.513,549063.7813,105420.14,164291.98,49279.41,53354.96,79325.49,137747.22,2976327.474,318991.53,270427.67,3565746.674
5381,618548.72,2579336.273,1077418.845,15636.7,507960.4,197947.16,234627.68,103577.19,484518.05,4275303.838,721544.26,822722.92,5819571.018
5382,949597.7091,3162530.464,820316.399,25006.7,195003.41,60940.6,170862.2,168697.28,73909.15,4932444.572,280950.71,413468.63,5626863.912
5383,4607646.577,5255363.864,1272675.235,85690.05,621325.37,85976.25,167393.62,951801.13,91397.6,11135685.68,792991.67,1210592.35,13139269.7
5384,1059969.26,3245142.74,1709001.41,0,118235.4,76610.95,74493.97,210473.31,153792.8,6014113.41,194846.35,438760.08,6647719.84
5385,991011.49,3064538.502,594635.13,127286.05,259369.52,195881.44,175376.59,207345.78,203526.26,4650185.122,582537.01,586248.63,5818970.762
5386,5785445.095,6009232.869,1098884.23,314250.74,431752.8,304489.85,360353.68,552221.48,28596,12893562.19,1050493.39,941171.16,14885226.74
5387,539476.8948,2544360.711,1029598.164,37015.56,78077.6,91560.5,71572.95,111796.5,102590.7,4113435.769,206653.66,285960.15,4606049.579
5388,3144606.272,5800354.76,1668448.567,84280.19,242038.47,93330.55,331207.86,421053.29,110719.5,10613409.6,419649.21,862980.65,11896039.46
5389,1731639.67,2026399.867,323950.4996,293226.83,369742.67,62181.06,1874147.72,436901.17,184853.71,4081990.036,725150.56,2495902.6,7303043.196
5390,1251653.416,2752624.831,782432.8726,259020.87,119133.1,27326.21,98409.13,91873.74,139447.5,4786711.119,405480.18,329730.37,5521921.669
5391,200543.7148,816788.34,138658.15,16998.15,19177.5,42306.33,69466.08,57071.9,80515.4,1155990.205,78481.98,207053.38,1441525.565
5392,1659034.535,2386812.304,632082.7926,137646.19,228002.1,101131,176158.06,292638.17,112886.08,4677929.63,466779.29,581682.31,5726391.23
5393,4170339.261,3542419.342,2177071.145,158812.34,384004.93,74239.85,473644.32,404382.025,129984.5,9889829.748,617057.12,1008010.845,11514897.71
5394,1005414.079,2073550.063,1283972.876,159644.86,73764.75,82690.42,197346.42,532276.39,205044.12,4362937.017,316100.03,934666.93,5613703.977
5395,2333611.046,5269048.019,2421225.626,99404.46,397035.22,75120.73,138597.86,115321.3,230594.93,10023884.69,571560.41,484514.09,11079959.19
5396,1982048.474,5106081.839,2240148.063,182460.6,468886.44,431276.5,7072,166200.24,1789799.94,9328278.375,1082623.54,1963072.18,12373974.09
5397,5717154.013,10692430.09,4870715.029,417358.52,700544.59,195195.5,439391.5,579297.79,994731.2,21280299.13,1313098.61,2013420.49,24606818.23
5398,1283038.852,1580249.15,458050.763,89957.4,139085.49,27556.8,214563.22,332675.04,57205.5,3321338.764,256599.69,604443.76,4182382.214
5399,1853028.996,7894799.83,4998360.364,230618.62,640326.74,315866.75,671710.3,326435.65,349983.46,14746189.19,1186812.11,1348129.41,17281130.71
5400,1627273.192,1800349.795,478042.9666,183076.63,183745.835,51235.1,163005.38,153763.26,62002.39,3905665.953,418057.565,378771.03,4702494.548
5401,528654.33,717357.849,127792.4124,0,0,0,59853.3,50442.57,40255.5,1373804.591,0,150551.37,1524355.961
5402,1040270.892,2248066.427,656451.7158,232339.71,219845.11,46049.34,203726.17,344099.8,99484.22,3944789.034,498234.16,647310.19,5090333.384
5403,3493196.399,4156111.581,2222253.108,91625.7,989460.78,91682,1456617.48,578247.34,288064.11,9871561.088,1172768.48,2322928.93,13367258.5
5404,739810.49,2235422.93,653407.4204,51764.58,124621.39,12704.25,34702.99,72297.65,43327.25,3628640.84,189090.22,150327.89,3968058.95
5405,1044652.544,2459026.694,817942.728,74397.25,413236.92,120189.47,420904.55,289138.7,125804.87,4321621.966,607823.64,835848.12,5765293.726
5406,805245.5455,1392959.802,218604.7026,157864.79,246436.235,17414.16,227327.35,187045.02,82141.19,2416810.049,421715.185,496513.56,3335038.794
5407,357359.68,841148.7935,316129.8928,27912.49,51999.36,9024.93,2673.84,45708.41,30240.82,1514638.366,88936.78,78623.07,1682198.216
5408,75691,223062.36,146860.2,0,70776,0,0,14253.5,0,445613.56,70776,14253.5,530643.06
5409,706638.3266,1055331.55,381700.434,26415,166467.75,46093.13,55026.07,145060.5,178537.11,2143670.311,238975.88,378623.68,2761269.871
5410,3417766.493,7440976.251,1030250.3,463241.23,169342.65,19925.65,140560.15,652719.74,25186.72,11888993.04,652509.53,818466.61,13359969.18
5411,5890244.361,11448866.26,2889683.81,378452.35,124297.7,353280.6,976312.2,1247618.87,720342.05,20228794.43,856030.65,2944273.12,24029098.2
5412,149287.24,718292.978,296169.1934,5444.43,15580.17,17782.15,170490.73,32606.05,10606.5,1163749.411,38806.75,213703.28,1416259.441
5413,527324.605,1648861.865,1243893.52,0,81450.84,19896.87,26269,219299.53,79270.37,3420079.99,101347.71,324838.9,3846266.6
5414,438737.56,945894.16,346024.9271,51829.7,229922.38,26843.86,14269.05,88113.15,11763.14,1730656.647,308595.94,114145.34,2153397.927
5415,470197.7086,2353086.338,984018.565,57304.98,190007.21,62990.9,50561.75,187299.42,239151.03,3807302.612,310303.09,477012.2,4594617.902
5416,437433.2079,893429.8022,236908.4,11420.58,115526.75,45070.2,35853.3,9408,0,1567771.41,172017.53,45261.3,1785050.24
5417,643995.53,1746349.623,345236.3338,131452.7,228603.01,107139.44,143668.94,209481.32,63711.07,2735581.486,467195.15,416861.33,3619637.966
5418,233642.23,1237253.871,693346.8586,41296.35,22159.25,22758.78,59234.35,51149.62,85074.5,2164242.96,86214.38,195458.47,2445915.81
5419,1640029.793,2124831.526,733580.4847,305677.74,104923.67,84517.28,188953.26,314587.6,109621.265,4498441.804,495118.69,613162.125,5606722.619
5420,1632406.228,3037236.556,647008.0808,40119.1,423198.6,33199.54,446025.89,449375.7,535160.11,5316650.865,496517.24,1430561.7,7243729.805
5421,387872.2044,1346686.41,620303.3204,17928,54347.58,67167.1,12234.5,34480.1,70689.52,2354861.935,139442.68,117404.12,2611708.735
5422,700494.1476,1588089.54,327018.9094,50619.54,224389.115,60117.18,101004.18,220089.44,31613.1,2615602.596,335125.835,352706.72,3303435.151
5423,4020808.986,4061454.033,1837403.488,321169.57,244522.35,160338.8,128632.51,423341.73,238009.31,9919666.506,726030.72,789983.55,11435680.78
5424,2174537.216,2499727.567,576384.9148,131480.9,317103.05,94030.52,227284.15,229903.5,90214.32,5250649.697,542614.47,547401.97,6340666.137
5425,3714414.46,2955790.66,708676.538,8467.3,349896.11,12538,146640.29,578796.58,143278.87,7378881.658,370901.41,868715.74,8618498.808
5426,1000623.973,3597364.75,2831477.095,0,131141.54,78517.35,24551.7,17088.9,148495.46,7429465.818,209658.89,190136.06,7829260.768
5427,3336285.459,2742291.657,1190469.895,144302,271458.9,8647.6,266283.85,243300.7,55407.23,7269047.011,424408.5,564991.78,8258447.291
5428,351209.77,423341.4709,132426.0596,4082.5,43932,12829.8,42435.66,69695.06,25959.5,906977.3005,60844.3,138090.22,1105911.821
5429,2402834.963,4219909.226,1178253.976,227954.21,449830.21,67755.6,551389.35,659240.21,362957.62,7800998.165,745540.02,1573587.18,10120125.37
5430,364468.4933,870437.7901,433935.76,21780,95722.04,19205.48,18882.95,89651.06,39899.85,1668842.043,136707.52,148433.86,1953983.423
5431,2546515.213,2168408.98,784741.8683,233177.85,218970.03,59619.33,54659.65,438993.01,107268.85,5499666.061,511767.21,600921.51,6612354.781
5432,961786.0798,2696378.555,969746.9651,166521.69,149641.65,125477.625,71122.65,148902.03,141475.25,4627911.599,441640.965,361499.93,5431052.494
5433,2524357.425,3483281.073,1153299.727,122467.74,448816.78,64036.97,10540.2,219624.06,132352.76,7160938.225,635321.49,362517.02,8158776.735
5434,907734.4964,1376925.653,552635.4362,24600.7,62120.8,22900.67,51840,120452.6,24252.3,2837295.585,109622.17,196544.9,3143462.655
5435,155146.0384,472123.615,182501.3168,21936.14,73511.4,44194.15,32025.33,56179.19,20222.24,809770.9702,139641.69,108426.76,1057839.42
5436,2494940.523,4865704.981,1307047.051,188684.98,789872.71,171750.64,524594.6,1078180.06,433373.7913,8667692.555,1150308.33,2036148.451,11854149.34
5437,1631921.191,1497112.191,389547.8597,221507.94,625588.14,61508.32,554304.69,269031.57,88813.87,3518581.24,908604.4,912150.13,5339335.77
5438,1121564.73,2298461.864,589542.9065,0,99571.98,83606.2,91903.45,183286.58,61824.05,4009569.501,183178.18,337014.08,4529761.761
5439,20524.2,65573.52,30483.2,0,0,0,11214.7,7967.2,0,116580.92,0,19181.9,135762.82
5440,1527698.268,2753526.082,992931.4282,0,186988.15,214621.3,79278.65,388881.8,157892.91,5274155.777,401609.45,626053.36,6301818.587
5441,1432199.75,2789809.03,1051487.803,163216.32,609118.42,157960.75,210012.84,379279.21,152034.18,5273496.583,930295.49,741326.23,6945118.303
5442,1428184.255,1733341.601,455366.0311,162775.6,464166.19,78091.22,185182.87,186141.3,89098.38,3616891.887,705033.01,460422.55,4782347.447
5443,481269.48,1398961.278,690637.8655,231680.42,324258.94,13570.27,99496.15,249860.05,272950.93,2570868.624,569509.63,622307.13,3762685.384
5444,882320.988,2601444.733,1079697.422,80188.29,197566.54,39287.53,77321.45,248593.03,54273.6,4563463.143,317042.36,380188.08,5260693.583
5445,570679.0438,1447256.094,662953.8384,126746.37,200837.33,21755.02,159680.63,300879.34,127680.6,2680888.976,349338.72,588240.57,3618468.266
5446,1748297.827,2189704.515,865040.6104,109583.58,116388.7,54730.6,47497.78,199088.73,56208.44,4803042.952,280702.88,302794.95,5386540.782
5447,2820573.22,3402107.622,1133940.876,124078.78,293525.12,147629.25,197898.64,387098.24,337452.69,7356621.717,565233.15,922449.57,8844304.437
5448,209810.79,382624.6582,114032.0415,18588.08,51139.26,0,9171.75,60187.23,55159.48,706467.4896,69727.34,124518.46,900713.2896
5449,997804.7009,1185133.383,163461.006,159206.65,218765.34,1943.13,279290.67,168321.07,50329.29,2346399.09,379915.12,497941.03,3224255.24
5450,1325075.587,1837778.983,395548.3161,148468.81,502906.64,64453.39,203830.78,275143.26,60549.01,3558402.886,715828.84,539523.05,4813754.776
5451,4140789.079,5144537.381,1161925.957,97492.78,340270.46,103128.06,229613.34,462899.95,157037.865,10447252.42,540891.3,849551.155,11837694.87
5452,401062.4264,488162.8149,120137.804,4218.3,50427.67,0,64891.38,9460,3782.1,1009363.045,54645.97,78133.48,1142142.495
5453,1252441.12,2275584.46,840190.9609,550196.5,335362.91,198812.6,41397.85,390760.75,299250.21,4368216.541,1084372.01,731408.81,6183997.361
5454,529979.622,1192750.002,365542.6466,57000,233012.54,34523,22371.92,55547.26,31216.01,2088272.27,324535.54,109135.19,2521943
5455,373917.77,972012.9116,375332.87,93652.45,115537.74,79368.7,84204.2,132850.65,74360.37,1721263.552,288558.89,291415.22,2301237.662
5456,1007673.063,3502977.797,2047648.06,103992.83,129563.42,36779.67,173512.64,484857.38,174280.36,6558298.92,270335.92,832650.38,7661285.22
5457,1192999.94,3909448.9,1340590.293,30120.65,180944.05,68104.545,303239.2,631208.83,285838.79,6443039.133,279169.245,1220286.82,7942495.198
5458,336244.25,1209433.08,461349.165,14227.43,52137.06,0,43964.8,81167.59,6779.16,2007026.495,66364.49,131911.55,2205302.535
5459,893768.08,1671136.211,666384.9196,73716.48,407549.3,48692.5,202177.84,271348.72,107362.2,3231289.211,529958.28,580888.76,4342136.251
5460,755231.173,1815131.424,547663.8102,86006.62,125096.99,33827.05,38635.35,152288.52,74646.45,3118026.407,244930.66,265570.32,3628527.387
5461,1129140.638,2041912.667,632786.563,43634.54,144707.3,11206.55,172370.77,315237.78,108323.7,3803839.868,199548.39,595932.25,4599320.508
5462,924125.445,2189005.684,635970.8586,147935.99,498931.79,195682.73,149358.12,433846.75,366760.66,3749101.988,842550.51,949965.53,5541618.028
5463,2964522.495,3218771.278,653790.4421,143986.2,138420.69,12779.75,336930.45,560549.8,57071.08,6837084.216,295186.64,954551.33,8086822.186
5464,1078816.85,3395511.948,1094538.678,49010.32,146233.85,145730.6,42406.2,252174.1,149628.8,5568867.476,340974.77,444209.1,6354051.346
5465,1087026.74,1133317.287,146203.84,26430,110893.57,48568.3,361696.21,261783.587,171789.75,2366547.867,185891.87,795269.547,3347709.284
5466,627808.45,2504575.669,1611267.137,0,107687.43,161941.08,185149.9,131345.1,110088.04,4743651.255,269628.51,426583.04,5439862.805
5467,1666027.658,1852480.94,545446.957,548364.06,254164.23,5570.4,362593.36,347918.12,68927.62,4063955.555,808098.69,779439.1,5651493.345
5468,1439190.49,2981033.412,717757.2887,73755.35,225591.65,74779.33,173149.08,154202.375,71278.89,5137981.19,374126.33,398630.345,5910737.865
5469,850741.5353,2172242.833,271983.8542,171979.25,237359.11,78606.79,22490.55,139628.16,106078.6,3294968.222,487945.15,268197.31,4051110.682
5470,3182350.87,4842323.872,1190965.107,187976.73,340314.61,143189.1,237372.15,673142.45,751488.73,9215639.85,671480.44,1662003.33,11549123.62
5471,862225.01,1020855.125,216453.7463,120224.19,180969.61,30495.93,356302.13,272565.37,5809.25,2099533.881,331689.73,634676.75,3065900.361
5472,905243.842,6967331.077,1705422.851,81948.9,733849.77,86506.4,71589.44,155401.72,174107.4,9577997.77,902305.07,401098.56,10881401.4
5473,2822681.13,2984330.45,2001865.401,309372.8,562372.72,0,77619.23,554683.57,0,7808876.981,871745.52,632302.8,9312925.301
5474,188835.5434,548602.0482,384662.8146,14049.01,32890.15,12360.2,98541.75,161634.57,114936.1,1122100.406,59299.36,375112.42,1556512.186
5475,1544708.764,1752888.385,672277.7071,90265.6,290591.074,63100.56,388935.99,527768.106,65329.62,3969874.856,443957.234,982033.716,5395865.806
5476,8046031.496,8753666.265,4065485.18,706766.73,758419.89,272935.22,319007.74,619766.8,265610.15,20865182.94,1738121.84,1204384.69,23807689.47
5477,801673.09,2447054.28,221181.8,74706.25,105852.33,39750.75,104238.52,174991.84,150205.93,3469909.17,220309.33,429436.29,4119654.79
5478,3761088.72,4364507.618,774615.1309,755025.42,1137761.23,186831.2,476909.14,1530714.52,119531.98,8900211.469,2079617.85,2127155.64,13106984.96
5479,2092377.334,4452200.071,1283504.929,161029,379232.72,80870.6,469556.85,947753.01,150980.14,7828082.334,621132.32,1568290,10017504.65
5480,1724629.625,1842071.747,452395.6347,94918.95,157890.1,38978.05,126151.55,281676.14,49032.49,4019097.007,291787.1,456860.18,4767744.287
5481,817622.522,1875046.647,723729.4754,585030.44,281553.95,95811.15,251769.39,264477.67,338700.3,3416398.644,962395.54,854947.36,5233741.544
5482,734106.3,4721729.387,3076562.054,7765.7,160631.75,228843.95,70827.94,437291.13,247609.38,8532397.74,397241.4,755728.45,9685367.59
5483,498557.83,2498922.782,1053313.125,55832.8,224308.37,72897.25,95594.53,342324.05,172303.85,4050793.737,353038.42,610222.43,5014054.587
5484,1220763.131,1519854.436,532771.853,85807.54,71618.55,30367.97,55532.78,123948.19,86629.68,3273389.419,187794.06,266110.65,3727294.129
5485,4963335.864,6206145.49,879164.3445,122492.25,245256.43,30109.5,488132.4,600200.09,85255.36,12048645.7,397858.18,1173587.85,13620091.73
5486,1452733.466,2988842.038,909457.7934,76684.6,372292.23,24417.3,108191.29,108254.14,70706.96,5351033.296,473394.13,287152.39,6111579.816
5487,275517.1936,1008302.073,317653.665,0,27867.83,9891.8,116500.01,92196.24,109247.78,1601472.931,37759.63,317944.03,1957176.591
5488,1240945.473,1613429.331,243980.4,145108.36,138241.46,44263.9,322377.63,69580.5,55089.68,3098355.204,327613.72,447047.81,3873016.734
5489,516977.1119,368077.1894,165649.7238,47079.05,56067.5,17867.32,0,99468.48,21791.7,1050704.025,121013.87,121260.18,1292978.075
5490,1456843.345,1805763.373,476487.0665,36129.9,210173.995,44311.11,71182.5,165515.8,70824.48,3739093.785,290615.005,307522.78,4337231.57
5491,1586602.346,4772394.807,1758473.398,567225,415596.09,394842.03,314587.07,1338790.24,284854.33,8117470.551,1377663.12,1938231.64,11433365.31
5492,322417.4,851416.9805,109931.02,11508.65,21668.05,6625.5,10013.45,79969.08,25787.09,1283765.401,39802.2,115769.62,1439337.221
5493,2078851.232,2217703.971,631381.9237,181818.46,245770.84,46971.15,248885.78,315463.38,149971.26,4927937.128,474560.45,714320.42,6116817.998
5494,2877209.945,2093105.214,539864.0654,494252.96,11847.78,0,638101.53,152390.26,219907.39,5510179.224,506100.74,1010399.18,7026679.144
5495,2083682.605,1647222.55,247854.055,77843.5,130888.76,50339.91,137246.35,247361.9,39724.23,3978759.209,259072.17,424332.48,4662163.859
5496,2404025.5,3234587.16,1055496.334,291495.86,287458.3,63562.45,305966.68,424746.58,73056.8,6694108.994,642516.61,803770.06,8140395.664
5497,645434.75,1657160.977,855040.5455,176586.5,219243.73,98763.85,170761.55,123054.86,101834.35,3157636.273,494594.08,395650.76,4047881.113
5498,897140.23,1328374.18,136082.9038,81925.75,461194.11,33427.51,77357.17,346061.8,85228.63,2361597.314,576547.37,508647.6,3446792.284
5499,212802.09,750829.2624,46531.38,15504,23488.56,5872.14,17267.58,0,7267.5,1010162.732,44864.7,24535.08,1079562.512
5500,443238.48,1985122.175,458948.5541,10626,67436.75,22483.54,34115.82,58470.05,81922.73,2887309.209,100546.29,174508.6,3162364.099
5501,1325220.77,1189182.33,254850.992,0,99707.68,78050,13271.54,73897.66,0,2769254.092,177757.68,87169.2,3034180.972
5502,350293.0956,1331748.291,970251.9138,27518.08,138025.57,23269.3,120513.99,122882.53,110731.85,2652293.301,188812.95,354128.37,3195234.621
5503,788940.3542,1768332.81,573441.5311,53640.1,202803.13,85027,48618.85,155639.6,97380.88,3130714.695,341470.23,301639.33,3773824.255
5504,7954605.848,15894874.33,980774.844,735417.49,667499.03,74691.3,890275.27,1702320.84,257611.99,24830255.02,1477607.82,2850208.1,29158070.94
5505,1069508.219,2094214.998,677743.5779,87849.6,171540.47,70990.65,52952.51,314694.87,117093.99,3841466.795,330380.72,484741.37,4656588.885
5506,1747794.47,2215068.367,468446.1559,0,86802.38,81047.26,101092.05,136636.19,55348.65,4431308.993,167849.64,293076.89,4892235.523
5507,8186246.555,13938618.78,1570405.083,256846.08,907265.13,15841.5,1115975.74,832962.24,376804.56,23695270.42,1179952.71,2325742.54,27200965.67
5508,1484802.76,3487524.462,1270685.39,148741.29,371876.4,168836.13,231722.67,168912.34,384259.1,6243012.612,689453.82,784894.11,7717360.542
5509,6085798.78,11000514.4,4038792.79,111606.7,930350.68,365621.81,118197,315321.12,110947.5,21125105.97,1407579.19,544465.62,23077150.78
5510,1213052.43,5112638.826,2443637.669,50258.1,282043.76,116397.53,219753.81,234059.88,123517.75,8769328.925,448699.39,577331.44,9795359.755
5511,4746680.661,17179910.61,4721719.525,272374.51,496820.26,783516.34,202899.4,910560.08,483000.51,26648310.79,1552711.11,1596459.99,29797481.89
5512,544343.32,1611773.592,508587.77,106414.75,81255.99,31308.45,22499.37,50040.58,50773,2664704.682,218979.19,123312.95,3006996.822
5513,8002730.556,14057730.72,1520999.636,522716.36,1425538.249,63694.65,1215395.94,896803.14,322464.25,23581460.92,2011949.259,2434663.33,28028073.5
5514,6194477.67,9140694.693,2353992.368,563371.93,858761.61,177852.4,1500776.48,1806724.51,753222.77,17689164.73,1599985.94,4060723.76,23349874.43
5515,1632710.947,4974284.537,1142820.15,87421.68,171356.58,69993.37,178111.73,273918.39,154850.88,7749815.634,328771.63,606881,8685468.264
5516,2703700.109,1900994.747,341037.6142,856308.29,377284.77,27587.75,263531.43,265831.32,28602.05,4945732.47,1261180.81,557964.8,6764878.08
5517,3907575.713,5198289.047,1837187.358,43453.35,220331.78,321148.78,530135.64,845008.12,127092.5125,10943052.12,584933.91,1502236.273,13030222.3
5518,2336954.144,2819388.971,591583.5977,27740.4,73796.87,4202.55,184363.94,204295.06,44494.92,5747926.713,105739.82,433153.92,6286820.453
5519,811399.4447,1820864.761,685279.2189,67447.61,324726.78,73376.07,205138.16,431728.85,126956.42,3317543.425,465550.46,763823.43,4546917.315
5520,960596.1986,4609255.765,1107436.126,420518.42,560001.08,466888.47,1316445.34,256917.83,86771.95,6677288.09,1447407.97,1660135.12,9784831.18
5521,1599342.549,3510858.523,1925719.949,412443.3,450678.86,170432.69,575936.28,456588.35,172165.69,7035921.021,1033554.85,1204690.32,9274166.191
5522,709359.85,2078591.257,758108.5501,180105.88,116767.47,73768.17,21827.82,171432.99,328870.4,3546059.657,370641.52,522131.21,4438832.387
5523,109920.73,563657.3307,284604.71,4111.76,73076.23,44487.42,5018.4,69287.03,90240.77,958182.7707,121675.41,164546.2,1244404.381
5524,432051.6,890310.328,455391.522,4836,35154.05,11045.7,31390.58,63624.59,103726.07,1777753.45,51035.75,198741.24,2027530.44
5525,906137.17,1019482.58,845422.6728,25640,132240.25,24241.71,17948,74804.7,59873.01,2771042.423,182121.96,152625.71,3105790.093
5526,190657.95,196818.06,112511.1,63552.65,89601.6,28849,46446.89,117432.4,33091.5,499987.11,182003.25,196970.79,878961.15
5527,6740617.14,11963954.98,3804803.026,353313.3,559777.2,552743.12,599348.68,2415082.31,476547.57,22509375.15,1465833.62,3490978.56,27466187.33
5528,533075.2947,932630.6818,309271.2173,62686,89124.34,66965.6,94149.43,96398.26,47600.9,1774977.194,218775.94,238148.59,2231901.724
5529,10527198.07,18120271.38,8331647.18,1209520.94,1184186.14,398096.82,1759302.34,4792790.69,459521.75,36979116.63,2791803.9,7011614.78,46782535.31
5530,878854.698,2046202.5,1461167.395,26677,243503.55,18617.5,1414477.86,987610.15,123183,4386224.593,288798.05,2525271.01,7200293.653
5531,1259782.036,2508260.16,670144.1414,185806.48,62024.25,73981,39978.25,565255.4,365080.5,4438186.338,321811.73,970314.15,5730312.218
5532,2637702.634,3620055.37,1355662.7,219072.2,318060,97856,292995.22,269640.68,398832.52,7613420.704,634988.2,961468.42,9209877.324
5533,915876.53,1250327.702,1189780.54,358417.13,541863.88,145808.42,238591.45,129163.38,81231.6,3355984.772,1046089.43,448986.43,4851060.632
5534,297667.85,832596.7343,322470.32,63195.81,77812,14235.1,12200.95,24022.05,8780,1452734.904,155242.91,45003,1652980.814
5535,2443321.69,3887033.221,611063.9995,223242.09,281769.76,230132.05,541960.95,569435.39,302349.2,6941418.911,735143.9,1413745.54,9090308.351
5536,103940.64,61205.82,28492.5,13134.06,6256.56,6288,0,0,0,193638.96,25678.62,0,219317.58
5537,794279,2262117.489,444372.7127,7719.21,79820.07,75414.69,42086.95,63523.25,36877.18,3500769.201,162953.97,142487.38,3806210.551
5538,119891.4633,62681.1339,20706.4158,0,0,0,0,0,0,203279.013,0,0,203279.013
5539,546876.548,837187.416,171708.635,41665.65,100825.2,12750.75,96163.95,90799.75,11643.75,1555772.599,155241.6,198607.45,1909621.649
5540,254831.305,444928.53,243779.08,29375.2,56586.99,40689.8,16401.18,47574.25,16736.5,943538.915,126651.99,80711.93,1150902.835
5541,738895.88,1114230.643,871005.7384,186626.22,241035.1,5928,35084,49232.6,134063.15,2724132.261,433589.32,218379.75,3376101.331
5542,236757.716,1007618.222,234311.89,109367.45,193790.4,44854.65,14007,133319.33,130327.49,1478687.828,348012.5,277653.82,2104354.148
5543,1617297.186,2347200.717,498561.2657,108530.92,107332.2,10674.1,28866.3,204405.5,64458.25,4463059.169,226537.22,297730.05,4987326.439
5544,837355.649,1629753.634,561846.5633,36639.55,172542.94,13263.3,758844.48,129065.63,359883.39,3028955.846,222445.79,1247793.5,4499195.136
